title,popularity_fixed,genero1,genero2,genero3,cluster,genres
Moonstruck,0.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
The Sandpiper,0.0,Drama,Romance,,-1,Drama Romance
Jeremiah Johnson,0.0,Adventure,Western,,-1,Adventure Western
Repulsion,0.3,Drama,Horror,Thriller,-1,Drama Horror Thriller
Irma la Douce,0.0,Comedy,Romance,,15,Comedy Romance
42 Up,0.0,Documentary,Foreign,,-1,Documentary Foreign
Liberty Heights,0.0,Drama,,,-1,Drama
Mansfield Park,0.0,Drama,Romance,,0,Drama Romance
"Goodbye, 20th Century",0.0,Adventure,Comedy,Fantasy,0,Adventure Comedy Fantasy
Sleepy Hollow,100.0,Drama,Fantasy,Thriller,114,Drama Fantasy Thriller
The World Is Not Enough,135.0,Adventure,Action,Thriller,0,Adventure Action Thriller
All About My Mother,8.272296,Comedy,Drama,,0,Comedy Drama
Home Page,0.0,Documentary,,,0,Documentary
The Living Dead Girl,0.0,Horror,,,0,Horror
Babes in Toyland,0.0,Comedy,,,125,Comedy
Scrooged,0.0,Fantasy,Comedy,Drama,-1,Fantasy Comedy Drama
Harvey,0.0,Comedy,Drama,,-1,Comedy Drama
Bicycle Thieves,0.133,Drama,,,0,Drama
Matewan,4.0,Drama,,,-1,Drama
Kagemusha,0.0,Action,Drama,History,-1,Action Drama History
47 Samurai,0.0,History,Drama,Action,0,History Drama Action
McCabe & Mrs. Miller,0.0,Western,,,0,Western
Maurice,0.0,Drama,Romance,,-1,Drama Romance
The Grapes of Wrath,0.75,Drama,,,120,Drama
My Man Godfrey,0.0,Comedy,,,0,Comedy
The Shop Around the Corner,0.0,Comedy,Romance,,0,Comedy Romance
The Natural,28.0,Drama,,,0,Drama
Shampoo,0.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
A River Runs Through It,0.0,Drama,,,0,Drama
Fatal Attraction,14.0,Romance,Drama,Thriller,47,Romance Drama Thriller
Jagged Edge,15.0,Mystery,Thriller,,115,Mystery Thriller
Stanley & Iris,23.0,Drama,Romance,,-1,Drama Romance
Midnight Run,30.0,Adventure,Comedy,Crime,0,Adventure Comedy Crime
Awakenings,0.0,Drama,,,-1,Drama
Come See the Paradise,0.0,Drama,Romance,History,0,Drama Romance History
Backdraft,75.0,Action,Crime,Drama,-1,Action Crime Drama
The Fisher King,24.0,Comedy,Drama,,0,Comedy Drama
The River,18.0,Drama,,,0,Drama
Country,0.0,Drama,,,0,Drama
Places in the Heart,0.0,Drama,Family,,0,Drama Family
"'night, Mother",0.0,Drama,,,0,Drama
End of Days,100.0,Action,Fantasy,Horror,0,Action Fantasy Horror
Toy Story 2,90.0,Animation,Comedy,Family,0,Animation Comedy Family
Flawless,0.0,Comedy,Drama,,-1,Comedy Drama
Miss Julie,0.0,Drama,,,29,Drama
Ride with the Devil,38.0,Drama,War,Romance,0,Drama War Romance
Tumbleweeds,0.312,Comedy,Drama,,-1,Comedy Drama
A Bay of Blood,0.0,Horror,Thriller,,0,Horror Thriller
